x,c1,c2,c3,dc1,dc2,dc3,flux1,flux2,flux3
-0.9525,0.6,6.397859201529011e-117,1.5080795964263374e-117,-7.517541878465857e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.95125,0.6,1.2453162466258849e-116,2.9354131803743005e-117,0.00013137104717065426,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.95,0.6,2.4221068931296404e-116,5.709300362564153e-117,-8.68513217250676e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.94875,0.6,4.707339133428786e-116,1.1095964879762598e-116,7.144386049887211e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9475,0.6,9.141680825313116e-116,2.154843033494987e-116,9.56257932049571e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.94625,0.6,1.7739642356172518e-115,4.1815225753718705e-116,-0.00012972133063154955,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.945,0.6,3.43978865018252e-115,8.108141983054905e-116,3.057522789058909e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.94375,0.6,6.664792096135828e-115,1.571000026415693e-115,4.334505054008872e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9425,0.6,1.290355139869266e-114,3.0415771858743503e-115,8.071375762973624e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.94125,0.6,2.496316012949506e-114,5.884223342179506e-115,2.8347202460828665e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.94,0.6,4.82566734091229e-114,1.137488373334557e-114,1.4732592926198014e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.93875,0.6,9.321430457680017e-114,2.1972129488836967e-114,-2.6151529225533972e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9375,0.6,1.7991814616744837e-113,4.2409636835573926e-114,8.657755801113272e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.93625,0.6,3.470039719616929e-113,8.179448679790601e-114,0.00013416931464731716,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.935,0.6,6.687454703793513e-113,1.5763419720781125e-113,-4.911996693830529e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.93375,0.6,1.2878166760349375e-112,3.0355936132538395e-113,-0.000157712808742639,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9325,0.6,2.4780717322529277e-112,5.841218601682237e-113,5.0823023499797605e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.93125,0.6,4.764750840977366e-112,1.1231293623366902e-112,3.9084642513530025e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9299999999999999,0.6,9.15446279883576e-112,2.157855952795707e-112,-5.1426716555783125e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.92875,0.6,1.7574854349524443e-111,4.1426793587999413e-112,-6.988956264031907e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9275,0.6,3.3714495160620895e-111,7.947055515600561e-112,-7.390490492967755e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.92625,0.6,6.462603299327525e-111,1.5233408345691905e-111,-9.240210652781391e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.925,0.6,1.2378388246611865e-110,2.9177876791814403e-111,-6.624045549321685e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.92375,0.6,2.369115979385262e-110,5.584392149837646e-111,-0.00011998974258992491,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9225,0.6,4.5307908842871944e-110,1.0679811907450245e-110,-6.552678867415877e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.92125,0.6,8.658188622803351e-110,2.0408760481849725e-110,-5.190191797092738e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.92,0.6,1.6532755803748744e-109,3.89703976204634e-110,2.80042684461289e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.91875,0.6,3.1544852218143483e-109,7.43563534363137e-110,0.00010053609265580928,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9175,0.6,6.014182958985965e-109,1.4176408582818024e-109,-8.289256098687958e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.91625,0.6,1.1457490912005682e-108,2.700717181538871e-109,1.225374787739264e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.915,0.6,2.1810569658631753e-108,5.141106431469624e-109,-8.737737846791723e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.91375,0.6,4.148670589191911e-108,9.779092147509468e-109,3.113663916827547e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9125,0.6,7.885245281688373e-108,1.8586807160884915e-108,-2.5918165194373315e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.91125,0.6,1.4975648137214386e-107,3.530004129130521e-108,2.0928888174959977e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.91,0.6,2.8419737875988155e-107,6.698995003878748e-108,5.932151106478467e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.90875,0.6,5.389126566891557e-107,1.2703048882579292e-107,0.00013796465357384516,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9075,0.6,1.0211285722319294e-106,2.406966325146547e-107,3.292261884413744e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.90625,0.6,1.9333303007784e-106,4.557174342098529e-107,4.7850991829388785e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.905,0.6,3.657590880163133e-106,8.621537305995773e-107,-0.0001585311337064582,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.90375,0.6,6.914288359032704e-106,1.629810358373214e-106,6.559172989184174e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9025,0.6,1.3060596069619561e-105,3.078595172124462e-106,4.031817256803054e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.90125,0.6,2.4651395617496593e-105,5.810735369933677e-106,8.131163314533603e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9,0.6,4.649249819400649e-105,1.0959038907344671e-105,9.311663764499618e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8987499999999999,0.6,8.761671513824771e-105,2.0652686507122857e-105,-7.418852801124523e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8975,0.6,1.6498847880859888e-104,3.88904711246542e-105,-2.1264406780064976e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.89625,0.6,3.104435864737151e-104,7.317660858971971e-105,-2.7085698212932067e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.895,0.6,5.836789658705178e-104,1.37582636873626e-104,9.446281936080065e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.89375,0.6,1.0965476929351136e-103,2.5847414738802122e-104,-5.807354857003302e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8925,0.6,2.0584626669545505e-103,4.852131705708065e-104,8.304170842849025e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.89125,0.6,3.8611822924547714e-103,9.101435417556693e-104,-4.493005553874281e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.89,0.6,7.237012341330665e-103,1.7058816562324574e-103,-8.706242876491745e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.88875,0.6,1.3553762520716426e-102,3.1948425353617515e-103,7.115565959284095e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8875,0.6,2.5364239011443793e-102,5.978764165816237e-103,-9.687395875983054e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.88625,0.6,4.742911959527558e-102,1.117981582355011e-102,-9.900392279040352e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.885,0.6,8.861952244880889e-102,2.088906451991861e-102,-8.125406891539724e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.88375,0.6,1.6545302762102963e-101,3.8999972844448755e-102,-6.548195902376026e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8825,0.6,3.086603597865911e-101,7.275627302153278e-102,1.5480414691495994e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.88125,0.6,5.75370615532573e-101,1.356242234059426e-101,-6.717060926489241e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.88,0.6,1.0717044522349962e-100,2.5261819100811198e-101,-3.2278706568969693e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.87875,0.6,1.9946320012580628e-100,4.7016724324871465e-101,-3.924314140488215e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8775,0.6,3.709460715322973e-100,8.743802953942288e-101,5.701685663321296e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.87625,0.6,6.893168122100543e-100,1.6248319746067396e-100,7.084777803775856e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.875,0.6,1.2799320733745182e-99,3.0170083208559265e-100,-7.064965618226673e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.87375,0.6,2.374732984512326e-99,5.59763234559425e-100,-4.8249629778946656e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8725,0.6,4.402529893724428e-99,1.0377479866696807e-99,-5.938065327097692e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.87125,0.6,8.155476943411078e-99,1.922378719204127e-99,0.0001361992994281104,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.87,0.6,1.5095788127293056e-98,3.5583230811495337e-99,1.1048746292583226e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.86875,0.6,2.7920388135501078e-98,6.581290138643609e-99,0.00012843316933433525,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8674999999999999,0.6,5.159958374140586e-98,1.2162862134557321e-98,2.830904265148814e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.86625,0.6,9.52861736156317e-98,2.246050275956829e-98,2.8312740924109588e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.865,0.6,1.7582165934817154e-97,4.144402818515155e-98,-1.6488094302539927e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.86375,0.6,3.2417051766240015e-97,7.641226979999717e-98,-6.337719098723418e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8625,0.6,5.972183769796259e-97,1.4077409654757347e-97,4.670283519589565e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.86125,0.6,1.0993884625021283e-96,2.5914376303400796e-97,-1.0043305236546913e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.86,0.6,2.0222153656940826e-96,4.766690914133024e-97,6.970968694483307e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.85875,0.6,3.7167359765610257e-96,8.760951929382631e-97,-2.1363209789833373e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8574999999999999,0.6,6.825806093502819e-96,1.6089536475441754e-96,7.340167946973542e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.85625,0.6,1.2525756570412381e-95,2.9525247928443956e-96,-2.5872504869866798e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.855,0.6,2.2967389119653073e-95,5.413787616059966e-96,6.26836696730485e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.85375,0.6,4.208010218157265e-95,9.91896531583548e-96,-9.047522190799304e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8525,0.6,7.703698806665221e-95,1.81588725562595e-95,-6.878625298534748e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8512500000000001,0.6,1.4092206904446405e-94,3.321762644625717e-95,1.1172457276433152e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.85,0.6,2.575821654613481e-94,6.071631086266108e-95,6.419061997188682e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.84875,0.6,4.704456826394725e-94,1.1089170812728952e-94,3.723043211291919e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8475,0.6,8.58538862453099e-94,2.0237159031182935e-94,-4.352322270603127e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.84625,0.6,1.565550422063205e-93,3.6902572787564876e-94,2.1658462416154692e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.845,0.6,2.852532793554332e-93,6.723884300342559e-94,-7.246221033988186e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.84375,0.6,5.193385645380462e-93,1.2241655656160645e-93,3.128948285968209e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8425,0.6,9.447713116591054e-93,2.22697982797361e-93,-2.1789577216424473e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.84125,0.6,1.7173502351905346e-92,4.048074157352294e-93,8.107759749904577e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.84,0.6,3.119226837756423e-92,7.352525590937827e-93,-8.532935476839144e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.83875,0.6,5.6609694083758845e-92,1.3343826726798026e-92,6.880794184276538e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8375,0.6,1.0265740388790878e-91,2.4198021767727236e-92,6.0204499919092175e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8362499999999999,0.6,1.8601382458238424e-91,4.384648749989368e-92,-7.474682594755993e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.835,0.6,3.367871395086619e-91,7.93862130180078e-92,-2.5285639125798003e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
