D00,D01
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
6.587534e-05,1.7801023e-05
