D1,D2,D1 var,D2 var
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
5.6646891607670113e-05,5.453781795949908e-06,2.95820578319686e-13,2.9377592887644063e-15
