x,c1,c2,dc1,dc2,flux1,flux2
-0.86375,0.6,-1.7689379660423133e-142,-2.8174892012029885e-05,2.3365020751953125e-05,0.0,0.0
-0.8625,0.6,-4.313017437627475e-142,-9.563341736793521e-05,2.3365020751953125e-05,0.0,0.0
-0.86125,0.6,-1.0505152161260722e-141,-5.099668917478995e-05,2.3365020751953125e-05,0.0,0.0
-0.86,0.6,-2.5560873227277047e-141,-0.00014385040283203127,2.3365020751953125e-05,0.0,0.0
-0.85875,0.6,-6.212993721407967e-141,-4.224411008413882e-05,2.3365020751953125e-05,0.0,0.0
-0.8574999999999999,0.6,-1.508612548533888e-140,-2.758258489891884e-05,2.3365020751953125e-05,0.0,0.0
-0.85625,0.6,-3.659365364658859e-140,-9.857053519226618e-06,2.3365020751953125e-05,0.0,0.0
-0.855,0.6,-8.867164605531419e-140,4.780200824141504e-05,2.3365020751953125e-05,0.0,0.0
-0.85375,0.6,-2.1464184438400898e-139,-0.00014032070668879896,2.3365020751953125e-05,0.0,0.0
-0.8525,0.6,-5.190322216637655e-139,-0.0001473006729967892,2.3365020751953125e-05,0.0,0.0
-0.8512500000000001,0.6,-1.2537883764286575e-138,-8.553222698392346e-05,2.3365020751953125e-05,0.0,0.0
-0.85,0.6,-3.0255465123149224e-138,2.231061458587646e-05,2.3365020751953125e-05,0.0,0.0
-0.84875,0.6,-7.293446260820619e-138,-3.1940529034473e-05,2.3365020751953125e-05,0.0,0.0
-0.8475,0.6,-1.7563488631350185e-137,-0.00016796798013150695,2.3365020751953125e-05,0.0,0.0
-0.84625,0.6,-4.225105013660003e-137,8.673918517073616e-05,2.3365020751953125e-05,0.0,0.0
-0.845,0.6,-1.0153426813134209e-136,0.00021275432467460635,2.3365020751953125e-05,0.0,0.0
-0.84375,0.6,-2.437450885036013e-136,6.1853788793087e-05,2.3365020751953125e-05,0.0,0.0
-0.8425,0.6,-5.84530105566924e-136,-0.0001811235510930419,2.3365020751953125e-05,0.0,0.0
-0.84125,0.6,-1.4003137678853226e-135,-2.860730755608529e-05,2.3365020751953125e-05,0.0,0.0
-0.84,0.6,-3.3511277379247206e-135,-1.5029296875e-05,2.3365020751953125e-05,0.0,0.0
-0.83875,0.6,-8.011308200711712e-135,-0.0002581510250084102,2.3365020751953125e-05,0.0,0.0
-0.8375,0.6,-1.913208998637579e-134,4.654416814446449e-05,2.3365020751953125e-05,0.0,0.0
-0.8362499999999999,0.6,-4.564230753391636e-134,-1.2852179610636089e-05,2.3365020751953125e-05,0.0,0.0
-0.835,0.6,-1.087723868340988e-133,8.321259036660195e-05,2.3365020751953125e-05,0.0,0.0
-0.83375,0.6,-2.5894963112504032e-133,0.00014701880624517797,2.3365020751953125e-05,0.0,0.0
-0.8325,0.6,-6.158248253982051e-133,-7.212286479771137e-06,2.3365020751953125e-05,0.0,0.0
-0.83125,0.6,-1.4629990046558207e-132,-5.525482178200037e-05,2.3365020751953125e-05,0.0,0.0
-0.83,0.6,-3.471966264167734e-132,-0.0001298946464061737,2.3365020751953125e-05,0.0,0.0
-0.82875,0.6,-8.230974866732175e-132,-5.935702782357111e-05,2.3365020751953125e-05,0.0,0.0
-0.8275,0.6,-1.9492657533616783e-131,4.9665424693375824e-05,2.3365020751953125e-05,0.0,0.0
-0.8262499999999999,0.6,-4.611418245033591e-131,-0.00013078849918441845,2.3365020751953125e-05,0.0,0.0
-0.825,0.6,-1.0897862984420119e-130,1.858320087194441e-05,2.3365020751953125e-05,0.0,0.0
-0.82375,0.6,-2.5727123289727096e-130,-0.00013942209327127785,2.3365020751953125e-05,0.0,0.0
-0.8225,0.6,-6.0671377067235025e-130,1.8422933015972378e-05,2.3365020751953125e-05,0.0,0.0
-0.82125,0.6,-1.42928521965165e-129,0.00011852197011699903,2.3365020751953125e-05,0.0,0.0
-0.8200000000000001,0.6,-3.363535877881435e-129,9.902219772338853e-06,2.3365020751953125e-05,0.0,0.0
-0.81875,0.6,-7.907059807131724e-129,-1.7120133852586152e-05,2.3365020751953125e-05,0.0,0.0
-0.8175,0.6,-1.8568442024156234e-128,-1.2833604235202082e-05,2.3365020751953125e-05,0.0,0.0
-0.81625,0.6,-4.355891739173879e-128,4.308375558350236e-05,2.3365020751953125e-05,0.0,0.0
-0.815,0.6,-1.0207503642350287e-127,6.2937907576561e-05,2.3365020751953125e-05,0.0,0.0
-0.81375,0.6,-2.3894753284032656e-127,-0.00018013386012753473,2.3365020751953125e-05,0.0,0.0
-0.8125,0.6,-5.587606126591935e-127,-1.4111865311861038e-05,2.3365020751953125e-05,0.0,0.0
-0.81125,0.6,-1.3052356644281262e-126,6.29371020779945e-05,2.3365020751953125e-05,0.0,0.0
-0.81,0.6,-3.045731943728645e-126,-7.028911113739006e-06,2.3365020751953125e-05,0.0,0.0
-0.80875,0.6,-7.099597203482313e-126,-1.5781519934534314e-07,2.3365020751953125e-05,0.0,0.0
-0.8075,0.6,-1.653159329872654e-125,-6.969431862235069e-06,2.3365020751953125e-05,0.0,0.0
-0.80625,0.6,-3.845336698949184e-125,-3.286166349425913e-05,2.3365020751953125e-05,0.0,0.0
-0.8049999999999999,0.6,-8.934955147798153e-125,-4.0128623992204674e-05,2.3365020751953125e-05,0.0,0.0
-0.80375,0.6,-2.0739028602913847e-124,-9.985668247099959e-06,2.3365020751953125e-05,0.0,0.0
-0.8025,0.6,-4.8086388449090954e-124,-1.904523372650147e-05,2.3365020751953125e-05,0.0,0.0
-0.80125,0.6,-1.1137643494162894e-123,-4.7763287939596926e-05,2.3365020751953125e-05,0.0,0.0
-0.8,0.6,-2.576923658293151e-123,-2.0408630371093752e-05,2.3365020751953125e-05,0.0,0.0
-0.79875,0.6,-5.9558886192323105e-123,-6.013406968675554e-05,2.3365020751953125e-05,0.0,0.0
-0.7975,0.6,-1.3750802444325583e-122,-0.00015871977157890795,2.3365020751953125e-05,0.0,0.0
-0.79625,0.6,-3.171360878330858e-122,-3.81423061224632e-05,2.3365020751953125e-05,0.0,0.0
-0.7949999999999999,0.6,-7.306327224312997e-122,3.840284138917923e-05,2.3365020751953125e-05,0.0,0.0
-0.79375,0.6,-1.681466005987091e-121,3.7569089327007514e-05,2.3365020751953125e-05,0.0,0.0
-0.7925,0.6,-3.865558667010217e-121,4.0913470797240744e-05,2.3365020751953125e-05,0.0,0.0
-0.79125,0.6,-8.877104580264317e-121,9.311929715331645e-05,2.3365020751953125e-05,0.0,0.0
-0.79,0.6,-2.0364088680399973e-120,-0.00013251495003700257,2.3365020751953125e-05,0.0,0.0
-0.7887500000000001,0.6,-4.6665173458484365e-120,-8.370969130657613e-05,2.3365020751953125e-05,0.0,0.0
-0.7875,0.6,-1.068205319655608e-119,-7.344757439568639e-05,2.3365020751953125e-05,0.0,0.0
-0.78625,0.6,-2.4425880096171108e-119,3.1358581609092654e-05,2.3365020751953125e-05,0.0,0.0
-0.785,0.6,-5.579291122580651e-119,-3.065873712301254e-05,2.3365020751953125e-05,0.0,0.0
-0.78375,0.6,-1.2730364196068993e-118,7.231138690840449e-06,2.3365020751953125e-05,0.0,0.0
-0.7825,0.6,-2.901585160897758e-118,-9.019085746258499e-06,2.3365020751953125e-05,0.0,0.0
-0.78125,0.6,-6.606359264251442e-118,4.0569560951553285e-05,2.3365020751953125e-05,0.0,0.0
-0.78,0.6,-1.5025229396340479e-117,2.8491344451904295e-05,2.3365020751953125e-05,0.0,0.0
-0.77875,0.6,-3.41359329690126e-117,4.5775471937377003e-05,2.3365020751953125e-05,0.0,0.0
-0.7775,0.6,-7.747005588964426e-117,-7.991692360490561e-05,2.3365020751953125e-05,0.0,0.0
-0.77625,0.6,-1.7562529717608923e-116,2.284882670734078e-05,2.3365020751953125e-05,0.0,0.0
-0.775,0.6,-3.977141745190131e-116,-1.8605999648571015e-05,2.3365020751953125e-05,0.0,0.0
-0.7737499999999999,0.6,-8.996747774797162e-116,0.00010791522661224007,2.3365020751953125e-05,0.0,0.0
-0.7725,0.6,-2.0329663140601774e-115,-1.9071567300707107e-05,2.3365020751953125e-05,0.0,0.0
-0.77125,0.6,-4.588858485647814e-115,0.00014894679739139972,2.3365020751953125e-05,0.0,0.0
-0.77,0.6,-1.0346862436158494e-114,-7.048273921012878e-05,2.3365020751953125e-05,0.0,0.0
-0.76875,0.6,-2.330461303143801e-114,2.7786611171904963e-05,2.3365020751953125e-05,0.0,0.0
-0.7675,0.6,-5.243291583581993e-114,0.00011036410544067619,2.3365020751953125e-05,0.0,0.0
-0.76625,0.6,-1.1784053318429561e-113,1.9112640107050523e-06,2.3365020751953125e-05,0.0,0.0
-0.765,0.6,-2.645535811602658e-113,3.117609098553657e-05,2.3365020751953125e-05,0.0,0.0
-0.7637499999999999,0.6,-5.932811214888644e-113,6.247184650506824e-05,2.3365020751953125e-05,0.0,0.0
-0.7625,0.6,-1.3290307606104796e-112,3.4368073102086776e-05,2.3365020751953125e-05,0.0,0.0
-0.76125,0.6,-2.973971736948425e-112,1.6001404530834403e-05,2.3365020751953125e-05,0.0,0.0
-0.76,0.6,-6.647611363927935e-112,-3.7860107421875043e-06,2.3365020751953125e-05,0.0,0.0
-0.75875,0.6,-1.4842978790710213e-111,-3.000180695671577e-06,2.3365020751953125e-05,0.0,0.0
-0.7575000000000001,0.6,-3.3105705887392374e-111,1.1990457773208617e-05,2.3365020751953125e-05,0.0,0.0
-0.75625,0.6,-7.375825907110649e-111,2.024398505454883e-05,2.3365020751953125e-05,0.0,0.0
-0.755,0.6,-1.6415123731464764e-110,4.1613719314336776e-05,2.3365020751953125e-05,0.0,0.0
-0.75375,0.6,-3.6492451572098666e-110,-1.3384349669795483e-05,2.3365020751953125e-05,0.0,0.0
-0.7525,0.6,-8.103767537214452e-110,7.018887182697652e-05,2.3365020751953125e-05,0.0,0.0
-0.75125,0.6,-1.7976106828106843e-109,-3.2868960227351636e-05,2.3365020751953125e-05,0.0,0.0
-0.75,0.6,-3.9831688313499664e-109,4.544854164123535e-06,2.3365020751953125e-05,0.0,0.0
-0.74875,0.6,-8.816290146940944e-109,7.489261776208877e-05,2.3365020751953125e-05,0.0,0.0
-0.7475,0.6,-1.9492466436638203e-108,-9.395228074863555e-05,2.3365020751953125e-05,0.0,0.0
-0.74625,0.6,-4.304980137124575e-108,-1.8621197021566332e-05,2.3365020751953125e-05,0.0,0.0
-0.745,0.6,-9.497266395268123e-108,0.00013764839723706245,2.3365020751953125e-05,0.0,0.0
-0.74375,0.6,-2.0929019053120452e-107,1.8163395288866017e-05,2.3365020751953125e-05,0.0,0.0
-0.7424999999999999,0.6,-4.6070357860858977e-107,-3.192174021154642e-05,2.3365020751953125e-05,0.0,0.0
-0.74125,0.6,-1.0130162924299648e-106,-0.00010202209372539072,2.3365020751953125e-05,0.0,0.0
-0.74,0.6,-2.225015697372104e-106,-5.843667030334472e-05,2.3365020751953125e-05,0.0,0.0
-0.73875,0.6,-4.881701325688695e-106,-4.9096189439296714e-05,2.3365020751953125e-05,0.0,0.0
-0.7375,0.6,-1.0698686895688333e-105,8.90103401616216e-05,2.3365020751953125e-05,0.0,0.0
-0.7362500000000001,0.6,-2.3421276924361384e-105,-7.32570367003791e-05,2.3365020751953125e-05,0.0,0.0
-0.735,0.6,-5.121664762444621e-105,0.000134794839322567,2.3365020751953125e-05,0.0,0.0
-0.73375,0.6,-1.1187470034336174e-104,-2.3124574045650666e-05,2.3365020751953125e-05,0.0,0.0
-0.7324999999999999,0.6,-2.441026238005804e-104,3.0593812465667724e-05,2.3365020751953125e-05,0.0,0.0
-0.73125,0.6,-5.320255676123711e-104,-2.688265347387639e-05,2.3365020751953125e-05,0.0,0.0
-0.73,0.6,-1.1582751012330826e-103,-5.147074460983277e-05,2.3365020751953125e-05,0.0,0.0
-0.72875,0.6,-2.518893262359135e-103,-4.0545212021097536e-05,2.3365020751953125e-05,0.0,0.0
-0.7275,0.6,-5.471750692760894e-103,4.957734053954483e-05,2.3365020751953125e-05,0.0,0.0
-0.7262500000000001,0.6,-1.1873014441161536e-102,8.028270797803999e-06,2.3365020751953125e-05,0.0,0.0
-0.725,0.6,-2.5734368306246965e-102,-8.538197726011274e-06,2.3365020751953125e-05,0.0,0.0
-0.72375,0.6,-5.571645976099844e-102,7.72448923671618e-06,2.3365020751953125e-05,0.0,0.0
-0.7224999999999999,0.6,-1.204954539593852e-101,-9.195141216740012e-05,2.3365020751953125e-05,0.0,0.0
-0.72125,0.6,-2.6030027097234317e-101,-3.6238749157637355e-05,2.3365020751953125e-05,0.0,0.0
-0.72,0.6,-5.616878741807928e-101,3.752304077148438e-05,2.3365020751953125e-05,0.0,0.0
-0.71875,0.6,-1.210686240520553e-100,-5.190252704778686e-05,2.3365020751953125e-05,0.0,0.0
-0.7175,0.6,-2.606657399763301e-100,3.75849649682641e-05,2.3365020751953125e-05,0.0,0.0
-0.71625,0.6,-5.605982656758594e-100,3.707880650879816e-05,2.3365020751953125e-05,0.0,0.0
-0.715,0.6,-1.204299900718537e-99,-5.372439906001092e-05,2.3365020751953125e-05,0.0,0.0
-0.71375,0.6,-2.584236838611046e-99,1.0574860570486624e-05,2.3365020751953125e-05,0.0,0.0
-0.7124999999999999,0.6,-5.5391661633912095e-99,-7.683015428483483e-06,2.3365020751953125e-05,0.0,0.0
-0.7112499999999999,0.6,-1.1859613775445201e-98,3.4597664235625413e-05,2.3365020751953125e-05,0.0,0.0
-0.71,0.6,-2.5363572514670256e-98,-7.125362873077392e-05,2.3365020751953125e-05,0.0,0.0
-0.70875,0.6,-5.4183079336006055e-98,-2.3679437497630715e-05,2.3365020751953125e-05,0.0,0.0
-0.7075,0.6,-1.1561920349861905e-97,-2.8129601683467628e-05,2.3365020751953125e-05,0.0,0.0
-0.70625,0.6,-2.4643872083254423e-97,-7.182355999248104e-05,2.3365020751953125e-05,0.0,0.0
-0.7050000000000001,0.6,-5.246869366963188e-97,-0.0001622397680580616,2.3365020751953125e-05,0.0,0.0
-0.70375,0.6,-1.1158441465923224e-96,1.4486054633744058e-05,2.3365020751953125e-05,0.0,0.0
-0.7025,0.6,-2.370382642692079e-96,-7.322617296129464e-05,2.3365020751953125e-05,0.0,0.0
-0.7012499999999999,0.6,-5.029729801298076e-96,2.190257872920483e-05,2.3365020751953125e-05,0.0,0.0
-0.7,0.6,-1.0660603153565867e-95,0.00011302232742309569,2.3365020751953125e-05,0.0,0.0
-0.69875,0.6,-2.256989135856048e-95,2.07418871158734e-05,2.3365020751953125e-05,0.0,0.0
-0.6975,0.6,-4.772955388106221e-95,3.8871308993548156e-05,2.3365020751953125e-05,0.0,0.0
-0.69625,0.6,-1.0082196094729653e-94,4.6047329783905304e-05,2.3365020751953125e-05,0.0,0.0
-0.6950000000000001,0.6,-2.127317956736248e-94,1.729414895176888e-05,2.3365020751953125e-05,0.0,0.0
-0.69375,0.6,-4.4835169368302795e-94,-1.3694434892386192e-06,2.3365020751953125e-05,0.0,0.0
-0.6925,0.6,-9.438739644497398e-94,-4.566815881058574e-05,2.3365020751953125e-05,0.0,0.0
-0.6912499999999999,0.6,-1.984803979933396e-93,-7.753866349812599e-06,2.3365020751953125e-05,0.0,0.0
-0.69,0.6,-4.1689750824993126e-93,-7.890701293945313e-06,2.3365020751953125e-05,0.0,0.0
-0.68875,0.6,-8.746789531413074e-93,-1.6379440135788178e-05,2.3365020751953125e-05,0.0,0.0
-0.6875,0.6,-1.833054553694102e-92,-3.839156124740839e-05,2.3365020751953125e-05,0.0,0.0
-0.68625,0.6,-3.83715264842749e-92,-4.68154102563858e-05,2.3365020751953125e-05,0.0,0.0
-0.685,0.6,-8.023232366046031e-92,-3.292311012744904e-05,2.3365020751953125e-05,0.0,0.0
-0.68375,0.6,-1.67569859483233e-91,1.3565598481800406e-05,2.3365020751953125e-05,0.0,0.0
-0.6825,0.6,-3.495813982915396e-91,-1.0978827420622107e-05,2.3365020751953125e-05,0.0,0.0
-0.6812499999999999,0.6,-7.284608754360777e-91,7.666635880013925e-05,2.3365020751953125e-05,0.0,0.0
-0.6799999999999999,0.6,-1.5162446634833507e-90,-2.97418212890625e-05,2.3365020751953125e-05,0.0,0.0
