x,c1,c2,c3,dc1,dc2,dc3,flux1,flux2,flux3
-0.94625,0.6,-3.258878822329798e-148,-1.4772216677296803e-147,-0.00012972133063154955,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.945,0.6,-7.735827455534878e-148,-3.5065838768944e-147,3.057522789058909e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.94375,0.6,-1.8346219804355488e-147,-8.316183231553935e-147,4.334505054008872e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9425,0.6,-4.346977435318182e-147,-1.9704473859489103e-146,8.071375762973624e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.94125,0.6,-1.029031984367013e-146,-4.664513248170069e-146,2.8347202460828665e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.94,0.6,-2.433720916826572e-146,-1.103184704785359e-145,1.4732592926198014e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.93875,0.6,-5.750595323419859e-146,-2.6066952707458186e-145,-2.6151529225533972e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9375,0.6,-1.3575464161407192e-145,-6.153640838471467e-145,8.657755801113272e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.93625,0.6,-3.2018142550633685e-145,-1.4513547914751893e-144,0.00013416931464731716,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.935,0.6,-7.544611166855273e-145,-3.419907182159731e-144,-4.911996693830529e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.93375,0.6,-1.7761375179947483e-144,-8.051078206626042e-144,-0.000157712808742639,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9325,0.6,-4.177486233115844e-144,-1.893618485571494e-143,5.0823023499797605e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.93125,0.6,-9.816392039773592e-144,-4.449685861506146e-143,3.9084642513530025e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9299999999999999,0.6,-2.304554081151102e-143,-1.044634492023697e-142,-5.1426716555783125e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.92875,0.6,-5.4052995924570425e-143,-2.4501756935041663e-142,-6.988956264031907e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9275,0.6,-1.2666312698837194e-142,-5.741530320414094e-142,-7.390490492967755e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.92625,0.6,-2.9653634025441883e-142,-1.3441736590252325e-141,-9.240210652781391e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.925,0.6,-6.935897016988139e-142,-3.1439823071763355e-141,-6.624045549321685e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.92375,0.6,-1.620779951377414e-141,-7.346855754166722e-141,-0.00011998974258992491,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9225,0.6,-3.7839195489254044e-141,-1.7152181014887865e-140,-6.552678867415877e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.92125,0.6,-8.825836177803069e-141,-4.0006754311786395e-140,-5.190191797092738e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.92,0.6,-2.0566750048257303e-140,-9.322730442718965e-140,2.80042684461289e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.91875,0.6,-4.788186178260591e-140,-2.1704435044300362e-139,0.00010053609265580928,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9175,0.6,-1.113708790972501e-139,-5.0483459105406136e-139,-8.289256098687958e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.91625,0.6,-2.5880176674059836e-139,-1.173126091269082e-138,1.225374787739264e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.915,0.6,-6.008381563928985e-139,-2.7235475505892325e-138,-8.737737846791723e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.91375,0.6,-1.3936129097760082e-138,-6.3171271439825e-138,3.113663916827547e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9125,0.6,-3.229393099369937e-138,-1.4638560437775024e-137,-2.5918165194373315e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.91125,0.6,-7.476416191747687e-138,-3.388994988012177e-137,2.0928888174959977e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.91,0.6,-1.729256981936141e-137,-7.838572779342165e-137,5.932151106478467e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.90875,0.6,-3.9959387777540513e-137,-1.811324589602114e-136,0.00013796465357384516,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9075,0.6,-9.225099098412907e-137,-4.1816578701096575e-136,3.292261884413744e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.90625,0.6,-2.1277269181835606e-136,-9.644802638919263e-136,4.7850991829388785e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.905,0.6,-4.9029004534024545e-136,-2.2224424961312126e-135,-0.0001585311337064582,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.90375,0.6,-1.1287098352122541e-135,-5.116344350487798e-135,6.559172989184174e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9025,0.6,-2.5959916741033345e-135,-1.1767406397423902e-134,4.031817256803054e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.90125,0.6,-5.96507267200897e-135,-2.7039160033493534e-134,8.131163314533603e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.9,0.6,-1.3693653869887476e-134,-6.207215214135093e-134,9.311663764499618e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8987499999999999,0.6,-3.140608645920554e-134,-1.4236108166477603e-133,-7.418852801124523e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8975,0.6,-7.1961278639228005e-134,-3.2619427060317635e-133,-2.1264406780064976e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.89625,0.6,-1.6473056940997072e-133,-7.467094658520893e-133,-2.7085698212932067e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.895,0.6,-3.767380721469546e-133,-1.7077211936230403e-132,9.446281936080065e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.89375,0.6,-8.607846430990005e-133,-3.901862558748804e-132,-5.807354857003302e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8925,0.6,-1.9648929831781672e-132,-8.906690453269819e-132,8.304170842849025e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.89125,0.6,-4.480973644171743e-132,-2.0311867119268557e-131,-4.493005553874281e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.89,0.6,-1.0209269721587546e-131,-4.627773926753098e-131,-8.706242876491745e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.88875,0.6,-2.323835972729621e-131,-1.0533748072018596e-130,7.115565959284095e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8875,0.6,-5.284506920075693e-131,-2.3954214167504408e-130,-9.687395875983054e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.88625,0.6,-1.2005807717450712e-130,-5.442129108113122e-130,-9.900392279040352e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.885,0.6,-2.7249962661893047e-130,-1.2352173088840136e-129,-8.125406891539724e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.88375,0.6,-6.179136066001244e-130,-2.800949093903814e-129,-6.548195902376026e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8825,0.6,-1.3998342913590757e-129,-6.345328130207422e-129,1.5480414691495994e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.88125,0.6,-3.1681973289839e-129,-1.4361165287736774e-128,-6.717060926489241e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.88,0.6,-7.163648170339837e-129,-3.2472199410141693e-128,-3.2278706568969693e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.87875,0.6,-1.6182380375248787e-128,-7.335333477871151e-128,-3.924314140488215e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8775,0.6,-3.6520473382379717e-128,-1.6554415655635805e-127,5.701685663321296e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.87625,0.6,-8.234096081856457e-128,-3.7324447484643155e-127,7.084777803775856e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.875,0.6,-1.8547300349563814e-127,-8.407331308710202e-127,-7.064965618226673e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.87375,0.6,-4.173788373922938e-127,-1.8919422778872617e-126,-4.8249629778946656e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8725,0.6,-9.383498611501334e-127,-4.253459003459187e-126,-5.938065327097692e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.87125,0.6,-2.1075773150839608e-126,-9.553466225638323e-126,0.0001361992994281104,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.87,0.6,-4.729184879122783e-126,-2.1436987243193538e-125,1.1048746292583226e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.86875,0.6,-1.060163451830697e-125,-4.805629505609485e-125,0.00012843316933433525,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8674999999999999,0.6,-2.3743395493030073e-125,-1.0762676429528728e-124,2.830904265148814e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.86625,0.6,-5.31246388796178e-125,-2.408094069210658e-124,2.8312740924109588e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.865,0.6,-1.187495642710162e-124,-5.3828153465735405e-124,-1.6488094302539927e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.86375,0.6,-2.6518602392939468e-124,-1.2020653785694504e-123,-6.337719098723418e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8625,0.6,-5.916318089816355e-124,-2.681815971668963e-123,4.670283519589565e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.86125,0.6,-1.3186646999060309e-123,-5.977393371683681e-123,-1.0043305236546913e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.86,0.6,-2.9362898910564486e-123,-1.330994886978725e-122,6.970968694483307e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.85875,0.6,-6.53198032957329e-123,-2.9608903558836385e-122,-2.1363209789833373e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8574999999999999,0.6,-1.4516833625741317e-122,-6.580355498901613e-122,7.340167946973542e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.85625,0.6,-3.223144142567755e-122,-1.4610234455459748e-121,-2.5872504869866798e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.855,0.6,-7.149374688229404e-122,-3.2407498946586518e-121,6.26836696730485e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.85375,0.6,-1.5842969825834392e-121,-7.181481602675451e-121,-9.047522190799304e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8525,0.6,-3.5073979418882384e-121,-1.589873241559718e-120,-6.878625298534748e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8512500000000001,0.6,-7.75734499709368e-121,-3.516337592929848e-120,1.1172457276433152e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.85,0.6,-1.714038178808887e-120,-7.769587257136035e-120,6.419061997188682e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.84875,0.6,-3.7836146836708826e-120,-1.7150799086978692e-119,3.723043211291919e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8475,0.6,-8.343956760510966e-120,-3.7822436467320037e-119,-4.352322270603127e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.84625,0.6,-1.8382967723714022e-119,-8.332840746509222e-119,2.1658462416154692e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.845,0.6,-4.04610684981619e-119,-1.8340653440513498e-118,-7.246221033988186e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.84375,0.6,-8.896863329429523e-119,-4.0328714265193644e-118,3.128948285968209e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8425,0.6,-1.9544026635314412e-118,-8.859138738927533e-118,-2.1789577216424473e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.84125,0.6,-4.289122339554557e-118,-1.9442221699436396e-117,8.107759749904577e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.84,0.6,-9.403722175801738e-118,-4.26262617076181e-117,-8.532935476839144e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.83875,0.6,-2.0597182656408344e-117,-9.336525281562985e-117,6.880794184276538e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8375,0.6,-4.507048509442232e-117,-2.0430062235014402e-116,6.0204499919092175e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8362499999999999,0.6,-9.85264268893187e-117,-4.466117968167785e-116,-7.474682594755993e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.835,0.6,-2.1517362179709723e-116,-9.75363472445114e-116,-2.5285639125798003e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.83375,0.6,-4.694624169875533e-116,-2.1280326528464526e-115,-2.399287225039955e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8325,0.6,-1.023264346189453e-115,-4.638369041674458e-115,1.5570798207754628e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.83125,0.6,-2.228177443428934e-115,-1.010013620766242e-114,8.87116541722739e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.83,0.6,-4.847148578990479e-115,-2.197170652227844e-114,-1.7865887707656826e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.82875,0.6,-1.0534094918588463e-114,-4.775014387474275e-114,4.748265786699959e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8275,0.6,-2.2870842708394826e-114,-1.0367155776576203e-113,4.784012948238617e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8262499999999999,0.6,-4.960675977253427e-114,-2.2486316428746542e-113,6.096206298581722e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.825,0.6,-1.0749122616434988e-113,-4.8724845886503437e-113,2.8807490795681762e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.82375,0.6,-2.3269033536733661e-113,-1.0547652245325793e-112,-8.496424264715845e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8225,0.6,-5.0321845027817764e-113,-2.281045840854057e-112,4.453413919604217e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.82125,0.6,-1.0871947786593084e-112,-4.928160179119343e-112,6.492256315522395e-06,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8200000000000001,0.6,-2.346553507840497e-112,-1.0636724699665056e-111,3.461367909485035e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.81875,0.6,-5.059709438559617e-112,-2.293522656885168e-111,-6.121100292524728e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8175,0.6,-1.0899144635209711e-111,-4.9404882760694834e-111,-4.910851806735691e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.81625,0.6,-2.3454743476451932e-111,-1.0631832959559432e-110,-2.636891165593705e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.815,0.6,-5.042432616534987e-111,-2.2856912224453785e-110,-1.1856802161633262e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.81375,0.6,-1.0829798462675252e-110,-4.9090542540554986e-110,4.820018438059374e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8125,0.6,-2.3236526752041547e-110,-1.0532917200142032e-109,-4.966405630970754e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.81125,0.6,-4.980722318225067e-110,-2.2577184763706075e-109,2.4045771204259752e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.81,0.6,-1.0665554453747186e-109,-4.83460386114096e-109,3.5614782753601467e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.80875,0.6,-2.281624898428297e-109,-1.0342408912216754e-108,3.369207645224241e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8075,0.6,-4.876120984031744e-109,-2.2103035935940403e-108,5.2511159107592525e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.80625,0.6,-1.0410553618943895e-108,-4.719014181684492e-108,-1.2392782023544477e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8049999999999999,0.6,-2.220455216261122e-108,-1.0065132017824929e-107,1.2846793952798971e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.80375,0.6,-4.731281246096731e-108,-2.144648989390952e-107,4.2021356064648546e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8025,0.6,-1.0071259313234793e-107,-4.5652149987579957e-107,-1.9518794803848677e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.80125,0.6,-2.141690802904954e-107,-9.708099724207555e-107,-2.0820429038540024e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.8,0.6,-4.5498539805041855e-107,-2.0624095744075325e-106,-2.7545129204544715e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.79875,0.6,-9.656184473779208e-107,-4.377065153365812e-106,1.39449446273431e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.7975,0.6,-2.0472966272327625e-106,-9.280219065819785e-106,-2.9514526315547543e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.79625,0.6,-4.3363349825378093e-106,-1.965623253877096e-105,2.955183172022282e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.7949999999999999,0.6,-9.175535674558542e-106,-4.1591911974789136e-105,0.00010705787708398425,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.79375,0.6,-1.939573749157537e-105,-8.791920548818891e-105,3.7009460600760065e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.7925,0.6,-4.0958792766040254e-105,-1.8566267559095283e-104,-6.949127126653912e-07,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
-0.79125,0.6,-8.640794831750764e-105,-3.916797784688271e-104,9.977442171418095e-05,-6.4373016357421875e-06,1.571374505101855e-05,0.0,0.0,0.0
